,speciesID,scientificname,family,order,class,subdivision,data,raw.points,extent.xmin,extent.xmax,extent.ymin,extent.ymax,lon_hist,lat_hist,Centrl,rng_size,tmax_wt,tmax_sp,tmax_sm,tmax_at,tmin_wt,tmin_sp,tmin_sm,tmin_at,tave_wt,tave_sp,tave_sm,tave_at,ppt_wt,ppt_sp,ppt_sm,ppt_at,dd_0_wt,dd_0_sp,dd_0_sm,dd_0_at,dd5_wt,dd5_sp,dd5_sm,dd5_at,nffd_wt,nffd_sp,nffd_sm,nffd_at,pas_wt,pas_sp,pas_sm,pas_at,eref_wt,eref_sp,eref_sm,eref_at,cmd_wt,cmd_sp,cmd_sm,cmd_at,mat,mwmt,mcmt,td,map,ahm,dd_0,dd5,nffd,pas,emt,ext,eref,cmd
1109,4285,Astragalus sinuatus,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Native region,50,-139.5000002,-114.0000003,45.49999946,60.4999994,-139.2500002,60.2499994,52.99999943,14.99999994,-10.9,1.4,12.3,0,-18.4,-8.9,3.8,-8.1,-147,-38,81,-40,2024,1580,1437,3032,1329,461,3,493,0,18,308,28,0,6,78,10,2016,1386,140,2335,0,51,190,28,0,0,0,0,-3.6,9.3,-16.8,26.1,8073,0.8,2287,353,93,5876,-46.6,25.6,269,0
331,38086,Puccinellia gussonei,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,10,-13.50000067,66.99999901,18.49999956,59.9999994,46.24999909,59.7499994,39.24999948,41.49999984,-9.1,6.9,20.8,4.7,-16.2,-2.8,9.8,-1.5,-126,20,153,16,109,116,225,170,1144,229,0,219,2,180,949,140,0,26,92,29,108,43,1,89,0,116,280,45,0,28,55,0,1.6,16.9,-14.6,31.5,620,18.7,1593,1271,147,241,-39.4,32,441,83
458,697,Acer tataricum,Sapindaceae,Sapindales,Magnoliopsida,Spermatophytina,Maxent prediction,597,9.49999924,89.99999892,24.99999954,59.9999994,46.24999909,59.7499994,42.49999947,34.99999986,-9.1,6.9,20.8,4.7,-16.2,-2.8,9.8,-1.5,-126,20,153,16,109,116,225,170,1144,229,0,219,2,180,949,140,0,26,92,29,108,43,1,89,0,116,280,45,0,28,55,0,1.6,16.9,-14.6,31.5,620,18.7,1593,1271,147,241,-39.4,32,441,83
742,25908,Lathyrus venetus,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,176,5.499999256,50.99999907,35.4999995,59.9999994,46.24999909,59.7499994,47.74999945,24.4999999,-9.1,6.9,20.8,4.7,-16.2,-2.8,9.8,-1.5,-126,20,153,16,109,116,225,170,1144,229,0,219,2,180,949,140,0,26,92,29,108,43,1,89,0,116,280,45,0,28,55,0,1.6,16.9,-14.6,31.5,620,18.7,1593,1271,147,241,-39.4,32,441,83
860,11691,Crataegus chlorocarpa,Rosaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,22,30.49999916,80.49999896,38.99999948,59.9999994,46.24999909,59.7499994,49.49999944,20.99999992,-9.1,6.9,20.8,4.7,-16.2,-2.8,9.8,-1.5,-126,20,153,16,109,116,225,170,1144,229,0,219,2,180,949,140,0,26,92,29,108,43,1,89,0,116,280,45,0,28,55,0,1.6,16.9,-14.6,31.5,620,18.7,1593,1271,147,241,-39.4,32,441,83
932,14192,Dianthus diutinus,Caryophyllaceae,Caryophyllales,Magnoliopsida,Spermatophytina,Maxent prediction,22,12.99999923,50.99999907,40.49999948,59.9999994,46.24999909,59.7499994,50.24999944,19.49999992,-9.1,6.9,20.8,4.7,-16.2,-2.8,9.8,-1.5,-126,20,153,16,109,116,225,170,1144,229,0,219,2,180,949,140,0,26,92,29,108,43,1,89,0,116,280,45,0,28,55,0,1.6,16.9,-14.6,31.5,620,18.7,1593,1271,147,241,-39.4,32,441,83
947,1701,Agropyron tanaiticum,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,13,21.99999919,50.99999907,40.99999947,59.9999994,46.24999909,59.7499994,50.49999944,18.99999993,-9.1,6.9,20.8,4.7,-16.2,-2.8,9.8,-1.5,-126,20,153,16,109,116,225,170,1144,229,0,219,2,180,949,140,0,26,92,29,108,43,1,89,0,116,280,45,0,28,55,0,1.6,16.9,-14.6,31.5,620,18.7,1593,1271,147,241,-39.4,32,441,83
1046,2080,Allium podolicum,Amaryllidaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,41,15.99999921,50.99999907,43.49999946,59.9999994,46.24999909,59.7499994,51.74999943,16.49999994,-9.1,6.9,20.8,4.7,-16.2,-2.8,9.8,-1.5,-126,20,153,16,109,116,225,170,1144,229,0,219,2,180,949,140,0,26,92,29,108,43,1,89,0,116,280,45,0,28,55,0,1.6,16.9,-14.6,31.5,620,18.7,1593,1271,147,241,-39.4,32,441,83
1079,13579,Daphne sophia,Thymelaeaceae,Malvales,Magnoliopsida,Spermatophytina,Maxent prediction,8,21.99999919,50.99999907,44.49999946,59.9999994,46.24999909,59.7499994,52.24999943,15.49999994,-9.1,6.9,20.8,4.7,-16.2,-2.8,9.8,-1.5,-126,20,153,16,109,116,225,170,1144,229,0,219,2,180,949,140,0,26,92,29,108,43,1,89,0,116,280,45,0,28,55,0,1.6,16.9,-14.6,31.5,620,18.7,1593,1271,147,241,-39.4,32,441,83
1254,8632,Centaurea dubjanskyi,Asteraceae,Asterales,Magnoliopsida,Spermatophytina,Native region,50,30.49999916,50.49999908,49.49999944,59.9999994,46.24999909,59.7499994,54.74999942,10.49999996,-9.1,6.9,20.8,4.7,-16.2,-2.8,9.8,-1.5,-126,20,153,16,109,116,225,170,1144,229,0,219,2,180,949,140,0,26,92,29,108,43,1,89,0,116,280,45,0,28,55,0,1.6,16.9,-14.6,31.5,620,18.7,1593,1271,147,241,-39.4,32,441,83
386,4016,Asparagus dauricus,Asparagaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,75,87.49999893,134.9999987,19.99999956,58.4999994,117.2499988,58.24999941,39.24999948,38.49999984,-27.2,-1.6,18.5,-4.6,-39.8,-16.6,4.5,-15.9,-335,-91,115,-102,30,71,239,91,3013,931,0,1016,0,18,598,24,0,0,88,0,30,46,4,67,0,61,285,34,0,17,49,0,-10.3,13.6,-35.5,49.1,431,-0.8,4960,640,88,147,-57,34.1,380,66
490,42544,Sphaerophysa salsula,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,99,39.99999912,134.9999987,24.99999954,58.4999994,117.2499988,58.24999941,41.74999947,33.49999986,-27.2,-1.6,18.5,-4.6,-39.8,-16.6,4.5,-15.9,-335,-91,115,-102,30,71,239,91,3013,931,0,1016,0,18,598,24,0,0,88,0,30,46,4,67,0,61,285,34,0,17,49,0,-10.3,13.6,-35.5,49.1,431,-0.8,4960,640,88,147,-57,34.1,380,66
668,16887,Ephedra sinica,Ephedraceae,Ephedrales,Gnetopsida,Spermatophytina,Maxent prediction,24,87.49999893,139.4999987,31.49999951,58.4999994,117.2499988,58.24999941,44.99999946,26.99999989,-27.2,-1.6,18.5,-4.6,-39.8,-16.6,4.5,-15.9,-335,-91,115,-102,30,71,239,91,3013,931,0,1016,0,18,598,24,0,0,88,0,30,46,4,67,0,61,285,34,0,17,49,0,-10.3,13.6,-35.5,49.1,431,-0.8,4960,640,88,147,-57,34.1,380,66
792,1700,Agropyron michnoi,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,63,87.49999893,126.4999988,34.9999995,58.4999994,117.2499988,58.24999941,46.74999945,23.4999999,-27.2,-1.6,18.5,-4.6,-39.8,-16.6,4.5,-15.9,-335,-91,115,-102,30,71,239,91,3013,931,0,1016,0,18,598,24,0,0,88,0,30,46,4,67,0,61,285,34,0,17,49,0,-10.3,13.6,-35.5,49.1,431,-0.8,4960,640,88,147,-57,34.1,380,66
403,705,Acer truncatum,Sapindaceae,Sapindales,Magnoliopsida,Spermatophytina,Maxent prediction,108,92.99999891,145.9999987,19.99999956,57.49999941,120.2499988,57.24999941,38.74999949,37.49999985,-26.1,-1.8,17.7,-4.4,-39,-16.7,3.9,-16.4,-326,-92,108,-104,28,77,264,90,2928,936,1,1025,0,16,538,21,0,0,76,0,28,54,6,68,0,61,281,35,0,15,28,0,-10.4,13,-34.4,47.4,459,-0.8,4889,574,76,156,-56.9,33.2,377,43
479,781,Aconitum chasmanthum,Ranunculaceae,Ranunculales,Magnoliopsida,Spermatophytina,Maxent prediction,41,60.49999904,119.9999988,23.49999954,57.49999941,111.2499988,57.24999941,40.49999948,33.99999987,-21.3,-0.6,18.1,-1.8,-33.6,-15.2,4.4,-12.2,-275,-79,112,-70,50,75,229,107,2467,817,1,759,0,18,577,34,0,0,75,0,50,54,4,76,0,62,282,35,0,23,61,0,-7.8,13.1,-29.1,42.3,461,4.8,4044,629,75,184,-53.3,32.7,379,84
693,2650,Amygdalus pedunculata,Rosaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,23,87.49999893,126.4999988,31.49999951,57.49999941,111.2499988,57.24999941,44.49999946,25.9999999,-21.3,-0.6,18.1,-1.8,-33.6,-15.2,4.4,-12.2,-275,-79,112,-70,50,75,229,107,2467,817,1,759,0,18,577,34,0,0,75,0,50,54,4,76,0,62,282,35,0,23,61,0,-7.8,13.1,-29.1,42.3,461,4.8,4044,629,75,184,-53.3,32.7,379,84
774,5683,Betula microphylla,Betulaceae,Fagales,Magnoliopsida,Spermatophytina,Maxent prediction,64,45.99999909,119.9999988,33.9999995,57.49999941,111.2499988,57.24999941,45.74999946,23.49999991,-21.3,-0.6,18.1,-1.8,-33.6,-15.2,4.4,-12.2,-275,-79,112,-70,50,75,229,107,2467,817,1,759,0,18,577,34,0,0,75,0,50,54,4,76,0,62,282,35,0,23,61,0,-7.8,13.1,-29.1,42.3,461,4.8,4044,629,75,184,-53.3,32.7,379,84
1080,8003,Carex korkischkoae,Cyperaceae,Poales,Liliopsida,Spermatophytina,Native region,50,119.4999988,139.4999987,41.99999947,57.49999941,120.2499988,57.24999941,49.74999944,15.49999994,-26.1,-1.8,17.7,-4.4,-39,-16.7,3.9,-16.4,-326,-92,108,-104,28,77,264,90,2928,936,1,1025,0,16,538,21,0,0,76,0,28,54,6,68,0,61,281,35,0,15,28,0,-10.4,13,-34.4,47.4,459,-0.8,4889,574,76,156,-56.9,33.2,377,43
7,16163,Eclipta prostrata,Asteraceae,Asterales,Magnoliopsida,Spermatophytina,Native region,50,-124.5000002,-29.5000006,-56.00000014,56.99999941,-89.75000036,56.74999941,0.499999635,112.9999996,-19,-2,16.6,1.9,-28.9,-13.4,7,-5,-239,-77,118,-16,55,74,189,145,2152,795,1,397,0,16,635,84,0,0,92,19,55,58,3,86,0,54,241,33,0,23,52,0,-5.4,13.9,-26.3,40.2,463,10,3345,735,111,202,-49.7,32.5,328,75
148,2775,Andropogon virginicus,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,813,-109.5000003,-59.50000048,0.499999636,56.99999941,-89.75000036,56.74999941,28.74999952,56.49999977,-19,-2,16.6,1.9,-28.9,-13.4,7,-5,-239,-77,118,-16,55,74,189,145,2152,795,1,397,0,16,635,84,0,0,92,19,55,58,3,86,0,54,241,33,0,23,52,0,-5.4,13.9,-26.3,40.2,463,10,3345,735,111,202,-49.7,32.5,328,75
311,31990,Nyssa sylvatica,Nyssaceae,Cornales,Magnoliopsida,Spermatophytina,Maxent prediction,882,-109.5000003,-66.50000046,14.49999958,56.99999941,-89.75000036,56.74999941,35.7499995,42.49999983,-19,-2,16.6,1.9,-28.9,-13.4,7,-5,-239,-77,118,-16,55,74,189,145,2152,795,1,397,0,16,635,84,0,0,92,19,55,58,3,86,0,54,241,33,0,23,52,0,-5.4,13.9,-26.3,40.2,463,10,3345,735,111,202,-49.7,32.5,328,75
356,11209,Cornus florida,Cornaceae,Cornales,Magnoliopsida,Spermatophytina,Maxent prediction,7962,-109.5000003,-66.50000046,16.99999957,56.99999941,-89.75000036,56.74999941,36.99999949,39.99999984,-19,-2,16.6,1.9,-28.9,-13.4,7,-5,-239,-77,118,-16,55,74,189,145,2152,795,1,397,0,16,635,84,0,0,92,19,55,58,3,86,0,54,241,33,0,23,52,0,-5.4,13.9,-26.3,40.2,463,10,3345,735,111,202,-49.7,32.5,328,75
404,22869,Helianthus hirsutus,Asteraceae,Asterales,Magnoliopsida,Spermatophytina,Maxent prediction,254,-109.5000003,-71.50000044,19.49999956,56.99999941,-89.75000036,56.74999941,38.24999949,37.49999985,-19,-2,16.6,1.9,-28.9,-13.4,7,-5,-239,-77,118,-16,55,74,189,145,2152,795,1,397,0,16,635,84,0,0,92,19,55,58,3,86,0,54,241,33,0,23,52,0,-5.4,13.9,-26.3,40.2,463,10,3345,735,111,202,-49.7,32.5,328,75
512,3984,Asimina triloba,Annonaceae,Magnoliales,Magnoliopsida,Spermatophytina,Maxent prediction,6526,-107.0000003,-71.50000044,24.49999954,56.99999941,-89.75000036,56.74999941,40.74999948,32.49999987,-19,-2,16.6,1.9,-28.9,-13.4,7,-5,-239,-77,118,-16,55,74,189,145,2152,795,1,397,0,16,635,84,0,0,92,19,55,58,3,86,0,54,241,33,0,23,52,0,-5.4,13.9,-26.3,40.2,463,10,3345,735,111,202,-49.7,32.5,328,75
542,1264,Aesculus glabra,Sapindaceae,Sapindales,Magnoliopsida,Spermatophytina,Maxent prediction,994,-107.0000003,-66.50000046,25.49999954,56.99999941,-89.75000036,56.74999941,41.24999948,31.49999987,-19,-2,16.6,1.9,-28.9,-13.4,7,-5,-239,-77,118,-16,55,74,189,145,2152,795,1,397,0,16,635,84,0,0,92,19,55,58,3,86,0,54,241,33,0,23,52,0,-5.4,13.9,-26.3,40.2,463,10,3345,735,111,202,-49.7,32.5,328,75
618,28202,Malus coronaria,Rosaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,111,-102.5000003,-71.50000044,28.49999952,56.99999941,-89.75000036,56.74999941,42.74999947,28.49999989,-19,-2,16.6,1.9,-28.9,-13.4,7,-5,-239,-77,118,-16,55,74,189,145,2152,795,1,397,0,16,635,84,0,0,92,19,55,58,3,86,0,54,241,33,0,23,52,0,-5.4,13.9,-26.3,40.2,463,10,3345,735,111,202,-49.7,32.5,328,75
669,5677,Betula lenta,Betulaceae,Fagales,Magnoliopsida,Spermatophytina,Maxent prediction,743,-95.50000034,-66.50000046,29.99999952,56.99999941,-89.75000036,56.74999941,43.49999947,26.99999989,-19,-2,16.6,1.9,-28.9,-13.4,7,-5,-239,-77,118,-16,55,74,189,145,2152,795,1,397,0,16,635,84,0,0,92,19,55,58,3,86,0,54,241,33,0,23,52,0,-5.4,13.9,-26.3,40.2,463,10,3345,735,111,202,-49.7,32.5,328,75
722,679,Acer saccharum,Sapindaceae,Sapindales,Magnoliopsida,Spermatophytina,Maxent prediction,4347,-95.50000034,-71.00000044,31.99999951,56.99999941,-89.75000036,56.74999941,44.49999946,24.9999999,-19,-2,16.6,1.9,-28.9,-13.4,7,-5,-239,-77,118,-16,55,74,189,145,2152,795,1,397,0,16,635,84,0,0,92,19,55,58,3,86,0,54,241,33,0,23,52,0,-5.4,13.9,-26.3,40.2,463,10,3345,735,111,202,-49.7,32.5,328,75
768,45664,Ulmus thomasii,Ulmaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,643,-104.5000003,-70.50000044,32.99999951,56.99999941,-89.75000036,56.74999941,44.99999946,23.9999999,-19,-2,16.6,1.9,-28.9,-13.4,7,-5,-239,-77,118,-16,55,74,189,145,2152,795,1,397,0,16,635,84,0,0,92,19,55,58,3,86,0,54,241,33,0,23,52,0,-5.4,13.9,-26.3,40.2,463,10,3345,735,111,202,-49.7,32.5,328,75
775,11693,Crataegus coccinea,Rosaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,29,-95.50000034,-66.50000046,33.4999995,56.99999941,-89.75000036,56.74999941,45.24999946,23.49999991,-19,-2,16.6,1.9,-28.9,-13.4,7,-5,-239,-77,118,-16,55,74,189,145,2152,795,1,397,0,16,635,84,0,0,92,19,55,58,3,86,0,54,241,33,0,23,52,0,-5.4,13.9,-26.3,40.2,463,10,3345,735,111,202,-49.7,32.5,328,75
814,11686,Crataegus beata,Rosaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,8,-95.50000034,-71.50000044,34.4999995,56.99999941,-89.75000036,56.74999941,45.74999946,22.49999991,-19,-2,16.6,1.9,-28.9,-13.4,7,-5,-239,-77,118,-16,55,74,189,145,2152,795,1,397,0,16,635,84,0,0,92,19,55,58,3,86,0,54,241,33,0,23,52,0,-5.4,13.9,-26.3,40.2,463,10,3345,735,111,202,-49.7,32.5,328,75
883,5684,Betula murrayana,Betulaceae,Fagales,Magnoliopsida,Spermatophytina,Maxent prediction,23,-95.50000034,-74.00000043,36.49999949,56.99999941,-89.75000036,56.74999941,46.74999945,20.49999992,-19,-2,16.6,1.9,-28.9,-13.4,7,-5,-239,-77,118,-16,55,74,189,145,2152,795,1,397,0,16,635,84,0,0,92,19,55,58,3,86,0,54,241,33,0,23,52,0,-5.4,13.9,-26.3,40.2,463,10,3345,735,111,202,-49.7,32.5,328,75
878,41,Abies alba,Pinaceae,Pinales,Pinopsida,Spermatophytina,Maxent prediction,25837,-9.500000684,40.49999912,35.4999995,56.49999941,27.74999917,56.24999941,45.99999946,20.99999991,-4,9.3,20.9,8.8,-10,0.4,10.8,2.5,-70,48,158,56,112,128,232,172,663,122,0,67,8,282,996,268,1,32,92,40,95,25,0,18,0,133,284,66,0,38,52,0,4.8,16.6,-8.6,25.2,644,23,852,1554,165,138,-32.8,31.8,483,90
1074,13298,Cytisus ratisbonensis,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,77,9.49999924,40.49999912,40.49999948,56.49999941,27.74999917,56.24999941,48.49999945,15.99999993,-4,9.3,20.9,8.8,-10,0.4,10.8,2.5,-70,48,158,56,112,128,232,172,663,122,0,67,8,282,996,268,1,32,92,40,95,25,0,18,0,133,284,66,0,38,52,0,4.8,16.6,-8.6,25.2,644,23,852,1554,165,138,-32.8,31.8,483,90
12,41978,Solanum etuberosum,Solanaceae,Solanales,Magnoliopsida,Spermatophytina,Maxent prediction,9,-74.00000043,87.49999893,-40.0000002,55.49999942,68.24999901,55.24999942,7.74999961,95.49999962,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
114,4518,Avena sterilis,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,2305,-18.50000065,87.49999893,-5.000000342,55.49999942,68.24999901,55.24999942,25.24999954,60.49999976,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
175,4213,Astragalus crenatus,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,159,-13.50000067,87.49999893,2.999999626,55.49999942,68.24999901,55.24999942,29.24999952,52.49999979,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
230,4300,Astragalus tribuloides,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,430,-13.50000067,96.49999889,7.999999606,55.49999942,68.24999901,55.24999942,31.74999951,47.49999981,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
357,22639,Haloxylon persicum,Amaranthaceae,Caryophyllales,Magnoliopsida,Spermatophytina,Occurrence data,4,24.49999918,96.49999889,15.49999958,55.49999942,68.24999901,55.24999942,35.4999995,39.99999984,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
415,1120,Aegilops neglecta,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,889,-18.50000065,87.49999893,18.49999956,55.49999942,68.24999901,55.24999942,36.99999949,36.99999986,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
447,1125,Aegilops tauschii,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,127,25.49999918,122.9999988,19.99999956,55.49999942,68.24999901,55.24999942,37.74999949,35.49999986,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
463,19613,Festuca olgae,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,37,45.99999909,116.4999988,20.99999955,55.49999942,68.24999901,55.24999942,38.24999949,34.49999987,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
476,45481,Triticum turgidum,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,116,24.49999918,96.49999889,21.49999955,55.49999942,68.24999901,55.24999942,38.49999949,33.99999987,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
522,1708,Agrostis olympica,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,23,25.49999918,87.49999893,23.49999954,55.49999942,68.24999901,55.24999942,39.49999948,31.99999988,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
559,1114,Aegilops crassa,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,303,25.49999918,87.49999893,24.99999954,55.49999942,68.24999901,55.24999942,40.24999948,30.49999988,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
680,28204,Malus dasyphylla,Rosaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,72,45.99999909,96.49999889,28.99999952,55.49999942,68.24999901,55.24999942,42.24999947,26.4999999,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
752,2061,Allium mongolicum,Amaryllidaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,80,45.99999909,134.9999987,31.49999951,55.49999942,68.24999901,55.24999942,43.49999947,23.99999991,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
844,2030,Allium galanthum,Amaryllidaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,15,45.99999909,119.9999988,33.9999995,55.49999942,68.24999901,55.24999942,44.74999946,21.49999992,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
884,4187,Astragalus ammodendron,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,8,37.99999913,87.49999893,34.9999995,55.49999942,68.24999901,55.24999942,45.24999946,20.49999992,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
948,1285,Aflatunia ulmifolia,Rosaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,5,45.99999909,87.49999893,36.49999949,55.49999942,68.24999901,55.24999942,45.99999946,18.99999993,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
966,2088,Allium pskemense,Amaryllidaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,12,45.99999909,87.49999893,36.99999949,55.49999942,68.24999901,55.24999942,46.24999946,18.49999993,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
1007,14189,Dianthus bicolor,Caryophyllaceae,Caryophyllales,Magnoliopsida,Spermatophytina,Maxent prediction,13,21.99999919,87.49999893,37.99999949,55.49999942,68.24999901,55.24999942,46.74999946,17.49999993,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
1047,11496,Cotoneaster karatavicus,Rosaceae,Rosales,Magnoliopsida,Spermatophytina,Native region,50,45.99999909,87.49999893,38.99999948,55.49999942,68.24999901,55.24999942,47.24999945,16.49999994,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
1110,2648,Amygdalus ledebouriana,Rosaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,8,45.99999909,87.49999893,40.49999948,55.49999942,68.24999901,55.24999942,47.99999945,14.99999994,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
