"","speciesID","scientificname","family","order","class","subdivision","data","raw.points","extent.xmin","extent.xmax","extent.ymin","extent.ymax","lon_hist","lat_hist","Centrl","rng_size","tmax_wt","tmax_sp","tmax_sm","tmax_at","tmin_wt","tmin_sp","tmin_sm","tmin_at","tave_wt","tave_sp","tave_sm","tave_at","ppt_wt","ppt_sp","ppt_sm","ppt_at","dd_0_wt","dd_0_sp","dd_0_sm","dd_0_at","dd5_wt","dd5_sp","dd5_sm","dd5_at","nffd_wt","nffd_sp","nffd_sm","nffd_at","pas_wt","pas_sp","pas_sm","pas_at","eref_wt","eref_sp","eref_sm","eref_at","cmd_wt","cmd_sp","cmd_sm","cmd_at","mat","mwmt","mcmt","td","map","ahm","dd_0","dd5","nffd","pas","emt","ext","eref","cmd"
"87",1604,"Aglaia dasyclada","Meliaceae","Sapindales","Magnoliopsida","Spermatophytina","Maxent prediction",87,67.99999901,167.4999986,-29.50000024,34.4999995,102.2499989,34.2499995,2.49999963,63.99999974,0.9,8.9,15.6,8.5,-18.8,-5.8,3.1,-5.5,-90,16,94,15,12,127,343,158,829,156,1,190,4,86,408,102,0,0,69,0,11,37,12,48,0,169,320,125,0,57,4,6,0.9,10.4,-10.4,20.7,640,17,1175,600,69,108,-44.7,27.7,614,67
"89",13646,"Debregeasia longifolia","Urticaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",83,67.99999901,170.4999986,-20.50000028,42.99999947,96.24999889,42.74999947,11.2499996,63.49999975,-3,15,27.9,13,-17.1,-0.4,13.3,-1.8,-100,73,206,56,3,9,41,7,911,80,0,144,3,431,1437,355,0,32,92,30,3,1,0,1,0,221,455,142,0,214,414,136,5.9,21.7,-11.8,33.5,59,268.1,1135,2227,154,4,-40.9,40.3,818,764
"90",8601,"Cenchrus pedicellatus","Poaceae","Poales","Liliopsida","Spermatophytina","Maxent prediction",730,-25.50000062,109.4999988,-26.00000026,37.49999949,74.24999898,37.24999949,5.749999615,63.49999975,-11.3,1.3,16.1,5.2,-19.4,-6.9,4,-5.5,-153,-28,101,-2,22,46,26,13,1385,395,1,276,1,31,478,82,0,0,72,0,22,33,1,7,0,70,313,69,0,52,286,62,-2.1,11.3,-17.3,28.7,108,73.6,2057,592,72,63,-42.9,30.9,452,400
"91",5982,"Bombacopsis quinata","Malvaceae","Malvales","Magnoliopsida","Spermatophytina","Maxent prediction",208,60.49999904,162.9999986,-26.50000026,36.99999949,71.74999899,36.74999949,5.249999615,63.49999975,-11.5,-1.5,12.4,2.8,-19.1,-8.5,1.4,-6.7,-153,-50,69,-19,204,321,72,85,1379,547,6,335,1,13,237,39,0,0,59,0,203,287,8,75,0,0,267,60,0,0,195,45,-3.8,8,-17,25.1,682,9.1,2266,290,59,574,-42.7,27.2,327,240
"95",101,"Abrus fruticulosus","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",247,-17.00000065,122.4999988,-27.00000025,36.49999949,113.7499988,36.24999949,4.74999962,63.49999974,3.5,18.7,28.8,17.7,-9.1,5.6,17.6,4.6,-28,121,232,111,17,91,380,134,361,13,0,16,26,714,1673,630,1,58,92,56,7,0,0,0,0,321,450,216,0,230,108,82,10.9,24.4,-4.4,28.8,622,33.6,390,3043,208,8,-32.7,38.7,987,420
"97",8595,"Cenchrus hohenackeri","Poaceae","Poales","Liliopsida","Spermatophytina","Native region",50,28.99999916,89.99999892,-26.00000026,36.99999949,71.74999899,36.74999949,5.499999615,62.99999975,-11.5,-1.5,12.4,2.8,-19.1,-8.5,1.4,-6.7,-153,-50,69,-19,204,321,72,85,1379,547,6,335,1,13,237,39,0,0,59,0,203,287,8,75,0,0,267,60,0,0,195,45,-3.8,8,-17,25.1,682,9.1,2266,290,59,574,-42.7,27.2,327,240
"98",39188,"Rhamnus napalensis","Rhamnaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",297,-152.5000001,154.4999987,-26.00000026,36.99999949,87.74999893,36.74999949,5.499999615,62.99999975,-12.5,-0.7,10.2,-0.4,-26.6,-15,-3.4,-14.8,-195,-78,34,-76,3,15,86,12,1761,764,29,726,0,5,87,10,0,0,0,0,3,14,31,11,0,0,255,0,0,0,170,0,-7.9,4.4,-20.9,25.4,116,18.1,3280,103,0,58,-51,25,255,170
"99",2596,"Amorphophallus paeoniifolius","Araceae","Alismatales","Liliopsida","Spermatophytina","Maxent prediction",71,67.99999901,154.4999987,-26.50000026,36.49999949,113.7499988,36.24999949,4.999999615,62.99999975,3.5,18.7,28.8,17.7,-9.1,5.6,17.6,4.6,-28,121,232,111,17,91,380,134,361,13,0,16,26,714,1673,630,1,58,92,56,7,0,0,0,0,321,450,216,0,230,108,82,10.9,24.4,-4.4,28.8,622,33.6,390,3043,208,8,-32.7,38.7,987,420
"100",41087,"Senecio alboranicus","Asteraceae","Asterales","Magnoliopsida","Spermatophytina","Maxent prediction",249,-13.50000067,24.49999918,6.99999961,69.49999936,20.2499992,69.24999936,38.24999949,62.49999975,-10.1,-2,10.5,-1.1,-17.4,-9.5,2.8,-6.8,-137,-57,67,-39,156,110,204,159,1242,601,5,457,1,11,216,22,0,0,64,0,154,96,24,142,0,0,156,15,0,0,3,0,-4.2,8.1,-14.5,22.6,628,9.2,2305,250,65,417,-42.3,21.8,171,3
"101",44407,"Terminalia intermedia","Combretaceae","Myrtales","Magnoliopsida","Spermatophytina","Maxent prediction",229,-180,179.9999986,-26.00000026,36.49999949,113.7499988,36.24999949,5.249999615,62.49999975,3.5,18.7,28.8,17.7,-9.1,5.6,17.6,4.6,-28,121,232,111,17,91,380,134,361,13,0,16,26,714,1673,630,1,58,92,56,7,0,0,0,0,321,450,216,0,230,108,82,10.9,24.4,-4.4,28.8,622,33.6,390,3043,208,8,-32.7,38.7,987,420
"102",987,"Adenanthera pavonina","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",96,-68.00000045,162.9999986,-29.50000024,32.99999951,75.74999898,32.74999951,1.749999635,62.49999975,7.7,17.6,23.2,18.1,-0.9,8,14.9,8.4,34,128,191,132,369,314,680,232,92,7,0,4,144,751,1295,772,10,76,92,81,20,0,0,0,106,289,358,214,0,52,56,44,12.1,19,1.4,17.6,1595,13.9,103,2963,259,20,-22.4,30.9,967,152
"103",518,"Acalypha fruticosa","Euphorbiaceae","Malpighiales","Magnoliopsida","Spermatophytina","Maxent prediction",44,11.49999923,101.4999989,-29.00000025,32.99999951,75.74999898,32.74999951,1.99999963,61.99999976,7.7,17.6,23.2,18.1,-0.9,8,14.9,8.4,34,128,191,132,369,314,680,232,92,7,0,4,144,751,1295,772,10,76,92,81,20,0,0,0,106,289,358,214,0,52,56,44,12.1,19,1.4,17.6,1595,13.9,103,2963,259,20,-22.4,30.9,967,152
"106",11554,"Coursetia caribaea","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",277,-117.5000003,-45.50000054,-24.50000026,37.49999949,-114.2500003,37.24999949,6.499999615,61.99999975,10.4,19.7,32.8,22.4,-1.7,5.5,17,7.7,43,126,249,150,96,87,63,66,69,8,0,4,101,708,1830,923,30,77,92,80,5,0,0,0,111,332,551,257,16,245,488,192,14.2,26.4,3.3,23.1,312,77.7,80,3562,280,6,-21.8,42.9,1251,941
"107",27067,"Lotus borkouanus","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",53,-18.00000065,89.99999892,-28.50000025,32.99999951,75.74999898,32.74999951,2.24999963,61.49999976,7.7,17.6,23.2,18.1,-0.9,8,14.9,8.4,34,128,191,132,369,314,680,232,92,7,0,4,144,751,1295,772,10,76,92,81,20,0,0,0,106,289,358,214,0,52,56,44,12.1,19,1.4,17.6,1595,13.9,103,2963,259,20,-22.4,30.9,967,152
"108",5573,"Berchemia discolor","Rhamnaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",83,11.49999923,55.99999905,-29.00000025,32.49999951,38.74999912,32.24999951,1.74999963,61.49999976,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
"109",36715,"Populus nigra","Salicaceae","Malpighiales","Magnoliopsida","Spermatophytina","Maxent prediction",34616,-13.50000067,109.4999988,8.499999604,69.99999936,30.24999916,69.74999936,39.24999948,61.49999976,-3.6,1.9,12.2,4.2,-10.1,-4.2,6.5,-0.6,-68,-11,94,18,108,76,171,139,655,280,1,156,8,38,412,98,1,1,92,29,92,53,6,64,0,37,149,20,0,9,7,0,0.8,10.8,-7.3,18.2,494,21.9,1093,556,123,215,-34,22.9,206,16
"111",8,"Abarema bigemina","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",12,-63.00000047,101.4999989,-28.00000025,32.99999951,75.74999898,32.74999951,2.49999963,60.99999976,7.7,17.6,23.2,18.1,-0.9,8,14.9,8.4,34,128,191,132,369,314,680,232,92,7,0,4,144,751,1295,772,10,76,92,81,20,0,0,0,106,289,358,214,0,52,56,44,12.1,19,1.4,17.6,1595,13.9,103,2963,259,20,-22.4,30.9,967,152
"112",5167,"Bauhinia ungulata","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",476,-117.5000003,-29.5000006,-28.00000025,32.99999951,-117.2500003,32.74999951,2.49999963,60.99999976,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
"113",11068,"Cordia africana","Boraginaceae","Boraginales","Magnoliopsida","Spermatophytina","Maxent prediction",44,-15.50000066,55.99999905,-28.50000025,32.49999951,38.74999912,32.24999951,1.99999963,60.99999976,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
"114",4518,"Avena sterilis","Poaceae","Poales","Liliopsida","Spermatophytina","Maxent prediction",2305,-18.50000065,87.49999893,-5.000000342,55.49999942,68.24999901,55.24999942,25.24999954,60.49999976,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
"116",19330,"Eurya rapensis","Pentaphylacaceae","Ericales","Magnoliopsida","Spermatophytina","Maxent prediction",30,-153.0000001,170.4999986,-24.00000027,36.49999949,113.7499988,36.24999949,6.24999961,60.49999976,3.5,18.7,28.8,17.7,-9.1,5.6,17.6,4.6,-28,121,232,111,17,91,380,134,361,13,0,16,26,714,1673,630,1,58,92,56,7,0,0,0,0,321,450,216,0,230,108,82,10.9,24.4,-4.4,28.8,622,33.6,390,3043,208,8,-32.7,38.7,987,420
"117",1823,"Albizia amara","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",56,28.99999916,89.99999892,-27.00000025,32.99999951,75.74999898,32.74999951,2.99999963,59.99999976,7.7,17.6,23.2,18.1,-0.9,8,14.9,8.4,34,128,191,132,369,314,680,232,92,7,0,4,144,751,1295,772,10,76,92,81,20,0,0,0,106,289,358,214,0,52,56,44,12.1,19,1.4,17.6,1595,13.9,103,2963,259,20,-22.4,30.9,967,152
"119",27509,"Machaonia acuminata","Rubiaceae","Gentianales","Magnoliopsida","Spermatophytina","Maxent prediction",58,-109.5000003,-29.5000006,-28.00000025,31.99999951,-108.2500003,31.74999951,1.99999963,59.99999976,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
"121",9888,"Clerodendrum chinense","Lamiaceae","Lamiales","Magnoliopsida","Spermatophytina","Maxent prediction",7,-70.00000044,134.9999987,-23.00000027,36.49999949,113.7499988,36.24999949,6.74999961,59.49999976,3.5,18.7,28.8,17.7,-9.1,5.6,17.6,4.6,-28,121,232,111,17,91,380,134,361,13,0,16,26,714,1673,630,1,58,92,56,7,0,0,0,0,321,450,216,0,230,108,82,10.9,24.4,-4.4,28.8,622,33.6,390,3043,208,8,-32.7,38.7,987,420
"122",16531,"Emilia abyssinica","Asteraceae","Asterales","Magnoliopsida","Spermatophytina","Maxent prediction",60,-0.50000072,59.99999904,-27.00000025,32.49999951,38.74999912,32.24999951,2.74999963,59.49999976,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
"123",11966,"Crotalaria laevigata","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",38,42.99999911,89.99999892,-26.00000026,32.99999951,75.74999898,32.74999951,3.499999625,58.99999977,7.7,17.6,23.2,18.1,-0.9,8,14.9,8.4,34,128,191,132,369,314,680,232,92,7,0,4,144,751,1295,772,10,76,92,81,20,0,0,0,106,289,358,214,0,52,56,44,12.1,19,1.4,17.6,1595,13.9,103,2963,259,20,-22.4,30.9,967,152
"127",6343,"Breynia retusa","Phyllanthaceae","Malpighiales","Magnoliopsida","Spermatophytina","Maxent prediction",62,54.99999906,122.4999988,-21.50000028,36.99999949,87.74999893,36.74999949,7.749999605,58.49999977,-12.5,-0.7,10.2,-0.4,-26.6,-15,-3.4,-14.8,-195,-78,34,-76,3,15,86,12,1761,764,29,726,0,5,87,10,0,0,0,0,3,14,31,11,0,0,255,0,0,0,170,0,-7.9,4.4,-20.9,25.4,116,18.1,3280,103,0,58,-51,25,255,170
"128",2749,"Andira inermis","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",343,-117.5000003,27.49999917,-25.50000026,32.99999951,-117.2500003,32.74999951,3.749999625,58.49999977,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
"129",16174,"Ehretia cymosa","Boraginaceae","Boraginales","Magnoliopsida","Spermatophytina","Maxent prediction",233,-17.00000065,55.99999905,-26.00000026,32.49999951,38.74999912,32.24999951,3.249999625,58.49999977,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
"130",13661,"Decaspermum parviflorum","Myrtaceae","Myrtales","Magnoliopsida","Spermatophytina","Maxent prediction",22,-180,179.9999986,-21.00000028,36.99999949,87.74999893,36.74999949,7.999999605,57.99999977,-12.5,-0.7,10.2,-0.4,-26.6,-15,-3.4,-14.8,-195,-78,34,-76,3,15,86,12,1761,764,29,726,0,5,87,10,0,0,0,0,3,14,31,11,0,0,255,0,0,0,170,0,-7.9,4.4,-20.9,25.4,116,18.1,3280,103,0,58,-51,25,255,170
"131",45110,"Trema cannabinum","Cannabaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",59,-180,179.9999986,-21.50000028,36.49999949,113.7499988,36.24999949,7.499999605,57.99999977,3.5,18.7,28.8,17.7,-9.1,5.6,17.6,4.6,-28,121,232,111,17,91,380,134,361,13,0,16,26,714,1673,630,1,58,92,56,7,0,0,0,0,321,450,216,0,230,108,82,10.9,24.4,-4.4,28.8,622,33.6,390,3043,208,8,-32.7,38.7,987,420
"133",8656,"Centaurium erythraea","Gentianaceae","Gentianales","Magnoliopsida","Spermatophytina","Maxent prediction",24220,-31.5000006,89.99999892,12.49999959,69.99999936,30.24999916,69.74999936,41.24999948,57.49999977,-3.6,1.9,12.2,4.2,-10.1,-4.2,6.5,-0.6,-68,-11,94,18,108,76,171,139,655,280,1,156,8,38,412,98,1,1,92,29,92,53,6,64,0,37,149,20,0,9,7,0,0.8,10.8,-7.3,18.2,494,21.9,1093,556,123,215,-34,22.9,206,16
"135",13308,"Dacrycarpus imbricatus","Podocarpaceae","Pinales","Pinopsida","Spermatophytina","Maxent prediction",70,-180,179.9999986,-21.00000028,36.49999949,113.7499988,36.24999949,7.749999605,57.49999977,3.5,18.7,28.8,17.7,-9.1,5.6,17.6,4.6,-28,121,232,111,17,91,380,134,361,13,0,16,26,714,1673,630,1,58,92,56,7,0,0,0,0,321,450,216,0,230,108,82,10.9,24.4,-4.4,28.8,622,33.6,390,3043,208,8,-32.7,38.7,987,420
"136",8534,"Ceiba pentandra","Malvaceae","Malvales","Magnoliopsida","Spermatophytina","Maxent prediction",875,-117.5000003,-32.00000059,-24.50000026,32.99999951,-117.2500003,32.74999951,4.249999625,57.49999977,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
"137",508,"Acalypha diversifolia","Euphorbiaceae","Malpighiales","Magnoliopsida","Spermatophytina","Maxent prediction",482,-109.5000003,-29.5000006,-25.50000026,31.99999951,-108.2500003,31.74999951,3.249999625,57.49999977,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
"138",35578,"Piper laevigatum","Piperaceae","Piperales","Magnoliopsida","Spermatophytina","Maxent prediction",41,-81.5000004,97.49999889,-28.00000025,29.49999952,94.2499989,29.24999952,0.749999635,57.49999977,8.4,15,20.7,15.8,-5.7,1.9,9.7,3.1,13,84,152,95,9,118,367,144,145,19,0,15,80,406,939,485,4,35,92,48,1,1,1,1,137,298,373,231,128,180,10,89,8.6,15.6,0.2,15.4,638,29.2,179,1911,179,3,-30,29.6,1039,407
"140",32793,"Oryza minuta","Poaceae","Poales","Liliopsida","Spermatophytina","Maxent prediction",64,79.99999896,154.4999987,-26.50000026,30.49999952,80.74999896,30.24999952,1.99999963,56.99999978,-2.2,5.2,12,5.6,-12.8,-6,2.1,-5.5,-75,-4,70,0,153,153,473,162,707,233,3,229,6,43,231,59,1,0,62,0,137,110,47,80,0,86,267,66,0,49,29,0,-0.2,7.4,-8.5,15.9,941,10.4,1173,340,63,374,-38.1,22.6,419,78
"144",29866,"Microcos coriacea","Malvaceae","Malvales","Magnoliopsida","Spermatophytina","Maxent prediction",33,2.499999268,74.99999898,-18.50000029,38.49999948,70.249999,38.24999949,9.999999595,56.99999977,-1.6,10.3,24.5,13.4,-10.5,0.4,9.5,0.4,-60,54,170,69,263,404,44,107,594,79,0,54,10,265,1106,348,1,31,92,31,210,44,0,10,0,174,434,183,0,0,390,104,5.8,18.2,-7.7,25.9,818,19.3,727,1729,155,265,-33.8,36.5,791,494
"145",38000,"Pterocarpus indicus","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",60,67.99999901,170.4999986,-20.50000028,36.49999949,113.7499988,36.24999949,7.999999605,56.99999977,3.5,18.7,28.8,17.7,-9.1,5.6,17.6,4.6,-28,121,232,111,17,91,380,134,361,13,0,16,26,714,1673,630,1,58,92,56,7,0,0,0,0,321,450,216,0,230,108,82,10.9,24.4,-4.4,28.8,622,33.6,390,3043,208,8,-32.7,38.7,987,420
"146",45759,"Utricularia amethystina","Lentibulariaceae","Lamiales","Magnoliopsida","Spermatophytina","Maxent prediction",208,-107.0000003,-29.5000006,-25.50000026,31.49999951,-87.75000037,31.24999951,2.999999625,56.99999977,16.6,26,33,26.3,2.3,11.1,19.9,11.7,94,185,265,190,432,397,436,295,17,1,0,1,465,1241,1970,1275,29,92,92,91,1,0,0,0,184,431,541,323,0,84,106,60,18.4,27,8.3,18.7,1560,18.2,19,4952,303,1,-18,40.6,1479,250
"148",2775,"Andropogon virginicus","Poaceae","Poales","Liliopsida","Spermatophytina","Maxent prediction",813,-109.5000003,-59.50000048,0.499999636,56.99999941,-89.75000036,56.74999941,28.74999952,56.49999977,-19,-2,16.6,1.9,-28.9,-13.4,7,-5,-239,-77,118,-16,55,74,189,145,2152,795,1,397,0,16,635,84,0,0,92,19,55,58,3,86,0,54,241,33,0,23,52,0,-5.4,13.9,-26.3,40.2,463,10,3345,735,111,202,-49.7,32.5,328,75
"150",30983,"Myriocarpa cordifolia","Urticaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",19,-109.5000003,-32.00000059,-24.50000026,31.99999951,-108.2500003,31.74999951,3.749999625,56.49999977,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
"152",5464,"Bejaria aestuans","Ericaceae","Ericales","Magnoliopsida","Spermatophytina","Maxent prediction",414,-117.5000003,-45.50000054,-23.00000027,32.99999951,-117.2500003,32.74999951,4.99999962,55.99999978,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
"154",36690,"Pometia pinnata","Sapindaceae","Sapindales","Magnoliopsida","Spermatophytina","Maxent prediction",55,-180,179.9999986,-21.50000028,34.4999995,102.2499989,34.2499995,6.49999961,55.99999978,0.9,8.9,15.6,8.5,-18.8,-5.8,3.1,-5.5,-90,16,94,15,12,127,343,158,829,156,1,190,4,86,408,102,0,0,69,0,11,37,12,48,0,169,320,125,0,57,4,6,0.9,10.4,-10.4,20.7,640,17,1175,600,69,108,-44.7,27.7,614,67
"155",42876,"Sterculia apetala","Malvaceae","Malvales","Magnoliopsida","Spermatophytina","Maxent prediction",278,-107.0000003,-45.50000054,-24.50000026,31.49999951,-87.75000037,31.24999951,3.499999625,55.99999977,16.6,26,33,26.3,2.3,11.1,19.9,11.7,94,185,265,190,432,397,436,295,17,1,0,1,465,1241,1970,1275,29,92,92,91,1,0,0,0,184,431,541,323,0,84,106,60,18.4,27,8.3,18.7,1560,18.2,19,4952,303,1,-18,40.6,1479,250
"156",7908,"Capparis viminea","Capparaceae","Brassicales","Magnoliopsida","Spermatophytina","Maxent prediction",13,0.499999276,101.4999989,-27.00000025,28.99999952,97.74999889,28.74999952,0.999999635,55.99999977,0,5.2,11.4,6.8,-13.8,-6.6,2,-4.7,-69,-7,67,10,23,113,377,142,661,247,4,181,8,40,212,75,1,0,60,0,20,68,43,64,0,82,259,121,0,26,0,0,0,7.2,-7.6,14.8,655,15.3,1093,335,60,196,-39.5,22.3,462,26
"160",22892,"Helichrysum helothamnus","Asteraceae","Asterales","Magnoliopsida","Spermatophytina","Maxent prediction",102,2.499999268,55.99999905,-22.50000027,32.49999951,38.74999912,32.24999951,4.99999962,54.99999978,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
"161",6511,"Buddleja asiatica","Scrophulariaceae","Lamiales","Magnoliopsida","Spermatophytina","Maxent prediction",155,60.49999904,154.4999987,-12.00000031,42.99999947,96.24999889,42.74999947,15.49999958,54.99999978,-3,15,27.9,13,-17.1,-0.4,13.3,-1.8,-100,73,206,56,3,9,41,7,911,80,0,144,3,431,1437,355,0,32,92,30,3,1,0,1,0,221,455,142,0,214,414,136,5.9,21.7,-11.8,33.5,59,268.1,1135,2227,154,4,-40.9,40.3,818,764
"162",724,"Achatocarpus nigricans","Achatocarpaceae","Caryophyllales","Magnoliopsida","Spermatophytina","Maxent prediction",147,-109.5000003,-57.50000049,-23.00000027,31.99999951,-108.2500003,31.74999951,4.49999962,54.99999978,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
"163",39200,"Rhamnus utilis","Rhamnaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",14,87.49999893,147.4999987,8.499999604,62.99999939,140.7499987,62.74999939,35.7499995,54.49999979,-43,-14.1,9.7,-16.9,-51.2,-28.7,-3.6,-26.6,-471,-214,30,-218,37,88,292,111,4229,1975,34,1975,0,1,80,2,0,0,0,0,37,87,121,110,0,0,186,0,0,0,0,0,-21.8,4.9,-48.9,53.8,528,-22.4,8212,83,0,355,-61.9,28.7,186,0
"165",26465,"Licaria triandra","Lauraceae","Laurales","Magnoliopsida","Spermatophytina","Maxent prediction",79,-92.50000035,-57.50000049,-23.00000027,31.49999951,-87.75000037,31.24999951,4.24999962,54.49999978,16.6,26,33,26.3,2.3,11.1,19.9,11.7,94,185,265,190,432,397,436,295,17,1,0,1,465,1241,1970,1275,29,92,92,91,1,0,0,0,184,431,541,323,0,84,106,60,18.4,27,8.3,18.7,1560,18.2,19,4952,303,1,-18,40.6,1479,250
"166",23910,"Hymenocardia acida","Phyllanthaceae","Malpighiales","Magnoliopsida","Spermatophytina","Maxent prediction",1313,-18.00000065,47.99999909,-27.00000025,27.49999953,-8.750000687,27.24999953,0.24999964,54.49999978,22.2,30.4,40.6,31.2,6.2,13.5,22.2,16,142,220,314,236,12,3,2,16,5,0,0,0,834,1550,2428,1689,82,92,92,91,0,0,0,0,261,525,731,409,249,522,729,393,22.8,33.5,13.3,20.2,33,994.2,5,6500,357,0,-12,50,1926,1893
"167",13238,"Cyrilla racemiflora","Cyrillaceae","Ericales","Magnoliopsida","Spermatophytina","Maxent prediction",625,-107.0000003,-45.50000054,-14.00000031,39.99999948,-75.75000042,39.74999948,12.99999959,53.99999979,4.6,16.3,28.4,18.9,-5,4.6,16.7,7.2,-2,104,226,130,244,283,309,261,209,19,0,7,53,585,1614,769,4,56,92,64,40,1,0,0,21,272,438,200,0,21,129,8,11.5,23.6,-1.3,24.9,1098,19.5,235,3022,216,41,-27,38.7,931,158
"168",30132,"Mimosa quadrivalvis","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",811,-117.5000003,-65.00000046,-4.500000344,49.49999944,-104.2500003,49.24999944,22.49999955,53.99999978,-6.8,10.2,25.9,11.4,-17.7,-2.8,10.4,-1.9,-123,37,181,48,54,112,165,75,1116,177,0,150,2,248,1209,290,0,34,92,38,53,27,0,12,0,168,408,111,0,77,243,50,3.6,19.4,-14.3,33.7,406,33.4,1444,1749,163,92,-44.2,39.5,687,370
